date,rainfall_mm
2015-01-01,2.435518503329348
2015-01-02,3.7691736548437653
2015-01-03,4.715388482120655
2015-01-04,3.703912675927471
2015-01-05,8.822241880968683
2015-01-06,3.7976232729471997
2015-01-07,4.841604379356715
2015-01-08,7.594039078179994
2015-01-09,7.001754860221242
2015-01-10,2.7867973529993044
2015-01-11,8.897397388955527
2015-01-12,3.2541852829268922
2015-01-13,1.9917935195422554
2015-01-14,0.8223828145566874
2015-01-15,4.343599011221892
2015-01-16,1.0383794280005645
2015-01-17,2.454176443331084
2015-01-18,4.937430957789892
2015-01-19,10.951905856015138
2015-01-20,3.990402111988545
2015-01-21,1.2971368261993577
2015-01-22,4.592764694507812
2015-01-23,10.662291428917836
2015-01-24,3.916278481960483
2015-01-25,12.235332095058082
2015-01-26,4.915825999914924
2015-01-27,8.269716667397057
2015-01-28,5.8944071100838995
2015-01-29,11.837185161784845
2015-01-30,18.739349865776397
2015-01-31,3.3923664711387014
2015-02-01,5.6404073940430415
2015-02-02,10.946503894977482
2015-02-03,6.048508942830336
2015-02-04,0.774399088336792
2015-02-05,3.9657805382462956
2015-02-06,6.010340914124933
2015-02-07,14.064321260442934
2015-02-08,5.411817224075449
2015-02-09,2.307495171341054
2015-02-10,6.116670261441565
2015-02-11,13.125986941385733
2015-02-12,2.9564398624217083
2015-02-13,3.290140557504589
2015-02-14,2.9960309831636733
2015-02-15,1.4840888587330605
2015-02-16,5.229807393173268
2015-02-17,4.772500209218782
2015-02-18,0.881055174929703
2015-02-19,2.473910945167596
2015-02-20,5.7631866107937455
2015-02-21,8.13242562368245
2015-02-22,9.730912534584098
2015-02-23,8.600366753366242
2015-02-24,4.993364049276184
2015-02-25,1.241468603965534
2015-02-26,4.17732100920826
2015-02-27,0.28732004944318157
2015-02-28,5.783866180720974
2015-03-01,2.8692825985285033
2015-03-02,0.5218289241488496
2015-03-03,6.590702767203038
2015-03-04,13.020508170086941
2015-03-05,1.0537920461824881
2015-03-06,6.988048372696769
2015-03-07,3.6259471925999516
2015-03-08,2.590306316074838
2015-03-09,2.595441850950868
2015-03-10,3.6252304570354927
2015-03-11,3.6142895914534297
2015-03-12,4.841094263934722
2015-03-13,2.369370527269494
2015-03-14,2.8296074158986624
2015-03-15,7.461644328379837
2015-03-16,2.1790887545764663
2015-03-17,6.063982804799307
2015-03-18,3.7809919027266226
2015-03-19,3.1720673396792125
2015-03-20,15.852952006183376
2015-03-21,1.519154912710368
2015-03-22,13.62127655509764
2015-03-23,8.970733430292116
2015-03-24,2.934722973432754
2015-03-25,9.149703158171796
2015-03-26,0.13623926935737246
2015-03-27,2.697754784231205
2015-03-28,2.2071016050756582
2015-03-29,6.647746511969978
2015-03-30,8.244980102152638
2015-03-31,6.569692491623239
2015-04-01,5.496968593183083
2015-04-02,9.57212039393328
2015-04-03,8.653057164587942
2015-04-04,2.873519577321756
2015-04-05,3.158640471877147
2015-04-06,8.312815393976802
2015-04-07,4.804619777369889
2015-04-08,5.062711404624885
2015-04-09,5.575812926120413
2015-04-10,0.8172056053323099
2015-04-11,2.762019451483244
2015-04-12,7.065467349729111
2015-04-13,2.741829574724275
2015-04-14,4.134372028204247
2015-04-15,7.032772411324082
2015-04-16,9.941030899257063
2015-04-17,10.760439533636987
2015-04-18,11.177205947449748
2015-04-19,4.452532139433077
2015-04-20,4.0950461657328745
2015-04-21,1.7128229622487363
2015-04-22,13.070569075208958
2015-04-23,3.9573313541419046
2015-04-24,12.866259688059902
2015-04-25,6.1859221935630835
2015-04-26,10.25875532602255
2015-04-27,4.692554473374651
2015-04-28,7.539642426611513
2015-04-29,10.498109209237482
2015-04-30,3.3052800440975973
2015-05-01,11.217495215477346
2015-05-02,1.9468794830716893
2015-05-03,15.58009095928442
2015-05-04,5.592454460967955
2015-05-05,2.8004090092876144
2015-05-06,8.848616794556012
2015-05-07,6.398831697545139
2015-05-08,0.8702201966398355
2015-05-09,3.6268604157113975
2015-05-10,2.0381498714079878
2015-05-11,2.2113118107233767
2015-05-12,2.139203248088071
2015-05-13,7.287581933109802
2015-05-14,9.324544777209214
2015-05-15,2.5805640170930237
2015-05-16,0.6200979329444043
2015-05-17,18.012704149431762
2015-05-18,5.637632895361124
2015-05-19,8.894220504921554
2015-05-20,4.280504438634634
2015-05-21,0.4604637947374497
2015-05-22,6.779097406776742
2015-05-23,14.50405617015328
2015-05-24,2.937539770807553
2015-05-25,0.39042343844129695
2015-05-26,1.70310430675944
2015-05-27,9.19558223317382
2015-05-28,6.36291565640606
2015-05-29,11.249143001978272
2015-05-30,5.034114787097998
2015-05-31,8.146934588172243
2015-06-01,3.5396812035096117
2015-06-02,1.8373165916535719
2015-06-03,8.1629063241373
2015-06-04,9.300067421389087
2015-06-05,2.9975795998058454
2015-06-06,13.643843782669377
2015-06-07,13.896904208593343
2015-06-08,2.15168562791925
2015-06-09,2.2458559876332727
2015-06-10,2.344775098307604
2015-06-11,4.525777562297047
2015-06-12,3.681716035846735
2015-06-13,1.4578157001187708
2015-06-14,2.407449262459876
2015-06-15,0.47410521438365305
2015-06-16,0.5982375052325785
2015-06-17,1.1776824246198119
2015-06-18,17.363673224740822
2015-06-19,15.996659956066075
2015-06-20,8.499588333759377
2015-06-21,3.0245983597536545
2015-06-22,1.156545714191966
2015-06-23,4.952519402403737
2015-06-24,6.916177972315948
2015-06-25,2.619616389566753
2015-06-26,6.6487773866385655
2015-06-27,1.6871601429835805
2015-06-28,3.0785621350620076
2015-06-29,4.06582743358663
2015-06-30,16.311335715643224
2015-07-01,2.3755232649319566
2015-07-02,6.891253342341077
2015-07-03,2.054635306690992
2015-07-04,1.7949240142579592
2015-07-05,2.609218201228264
2015-07-06,5.087019502946395
2015-07-07,14.84522861052769
2015-07-08,2.9676672462803824
2015-07-09,9.349675732218302
2015-07-10,16.847722447323257
2015-07-11,6.061769234606643
2015-07-12,10.551656984640653
2015-07-13,2.4829666236359436
2015-07-14,6.757527100475121
2015-07-15,8.051728100350807
2015-07-16,1.386735358391451
2015-07-17,2.2643127464608708
2015-07-18,3.9230593016195163
2015-07-19,2.6747962973533053
2015-07-20,4.303095989009771
2015-07-21,1.1849102374726388
2015-07-22,15.759675210664229
2015-07-23,10.025657981396133
2015-07-24,34.90495967743729
2015-07-25,1.5629875598668914
2015-07-26,6.952351590209234
2015-07-27,2.6971837316042016
2015-07-28,1.784698392022777
2015-07-29,9.63646417808344
2015-07-30,5.216065099795473
2015-07-31,3.708402580051317
2015-08-01,6.198469830621404
2015-08-02,2.354997357210856
2015-08-03,2.283164156158751
2015-08-04,2.7845321041248767
2015-08-05,10.994696838918546
2015-08-06,10.38681020036098
2015-08-07,1.4900957031430881
2015-08-08,15.309042787210915
2015-08-09,4.87892004464218
2015-08-10,6.86837954084984
2015-08-11,2.70496797694567
2015-08-12,5.08213757283045
2015-08-13,1.774171529808005
2015-08-14,2.5408201236856405
2015-08-15,9.085634213171767
2015-08-16,9.23523535784897
2015-08-17,7.101928192497119
2015-08-18,3.513791636638693
2015-08-19,1.4641387008495386
2015-08-20,11.913878754546479
2015-08-21,9.71765052979649
2015-08-22,0.7247422949391487
2015-08-23,9.347357575543871
2015-08-24,3.706560438775602
2015-08-25,8.244295291696146
2015-08-26,1.201730867959279
2015-08-27,2.832210344492071
2015-08-28,5.375111851735191
2015-08-29,15.763960809042253
2015-08-30,5.385800921798436
2015-08-31,10.69171029907674
2015-09-01,5.953842628448986
2015-09-02,5.794223616607054
2015-09-03,7.383892827725369
2015-09-04,4.777098032074038
2015-09-05,8.932163332453381
2015-09-06,1.9034334226955667
2015-09-07,4.803022698904724
2015-09-08,16.662520111590318
2015-09-09,10.99917773366707
2015-09-10,6.349104332086103
2015-09-11,9.972766280867763
2015-09-12,13.80414505354192
2015-09-13,0.6104824827982639
2015-09-14,4.002452795537583
2015-09-15,2.8235598694653605
2015-09-16,1.297919756184845
2015-09-17,18.258410897693715
2015-09-18,7.640949251353904
2015-09-19,9.729960401336715
2015-09-20,2.93310440978115
2015-09-21,3.9328168878284155
2015-09-22,4.9802481654326325
2015-09-23,6.7088752880206375
2015-09-24,8.699187235929298
2015-09-25,8.310485239500796
2015-09-26,4.148318689009571
2015-09-27,14.170604341775782
2015-09-28,12.287124913219294
2015-09-29,6.215536825942226
2015-09-30,5.125691055357693
2015-10-01,3.895972649555289
2015-10-02,6.737466232062806
2015-10-03,11.848177494359192
2015-10-04,5.2168471788814195
2015-10-05,3.138752397494342
2015-10-06,5.127477957124332
2015-10-07,6.301424886829894
2015-10-08,1.781564890510406
2015-10-09,1.3591625800776024
2015-10-10,3.2099903074474048
2015-10-11,14.150764320774936
2015-10-12,11.396106201263754
2015-10-13,1.0493054155468025
2015-10-14,2.1884989212817683
2015-10-15,8.594302923061544
2015-10-16,3.5621983653493787
2015-10-17,7.005415132118932
2015-10-18,1.1178833454812536
2015-10-19,5.047281233098281
2015-10-20,4.648855327678997
2015-10-21,9.762893787473411
2015-10-22,6.709951435008049
2015-10-23,5.574498295145678
2015-10-24,0.8517510918604488
2015-10-25,17.020205725915197
2015-10-26,8.160382094150318
2015-10-27,2.720112717278479
2015-10-28,5.46747650500051
2015-10-29,3.654139642922171
2015-10-30,4.244658090394441
2015-10-31,11.275009118520583
2015-11-01,2.178636339307038
2015-11-02,8.404046912446324
2015-11-03,11.60247505615653
2015-11-04,7.491111963209144
2015-11-05,4.418121145194965
2015-11-06,2.5481733597372918
2015-11-07,2.8763625207870627
2015-11-08,5.5540675973315405
2015-11-09,5.208325982396845
2015-11-10,9.155738540087793
2015-11-11,1.2084414186642418
2015-11-12,11.178331625230221
2015-11-13,24.5617089432467
2015-11-14,4.7571567388155716
2015-11-15,4.195365116270931
2015-11-16,4.522609819584526
2015-11-17,5.4081736064502195
2015-11-18,3.9330500444407823
2015-11-19,0.6264802166249162
2015-11-20,4.443547491023836
2015-11-21,5.659753748468379
2015-11-22,12.011479669806295
2015-11-23,2.1521362999925846
2015-11-24,15.327578696940247
2015-11-25,3.714916032754911
2015-11-26,2.4001114176115386
2015-11-27,8.161895197695529
2015-11-28,3.368274822846992
2015-11-29,4.829221747577451
2015-11-30,5.089924782776352
2015-12-01,7.831748275289465
2015-12-02,4.717553637362053
2015-12-03,4.31875358743124
2015-12-04,3.635251005884899
2015-12-05,7.277256328834449
2015-12-06,3.221197281550495
2015-12-07,12.284413373107675
2015-12-08,5.133912187420937
2015-12-09,0.9066128313136372
2015-12-10,6.2980545627913616
2015-12-11,7.078187262920033
2015-12-12,12.37858515887409
2015-12-13,2.6524563742705816
2015-12-14,2.3151707359087217
2015-12-15,8.018953228518534
2015-12-16,11.023314560745266
2015-12-17,2.5588889707988356
2015-12-18,6.130217631895922
2015-12-19,4.781456385813302
2015-12-20,2.640672847425343
2015-12-21,4.564066261110428
2015-12-22,10.490754232995902
2015-12-23,5.150814960309145
2015-12-24,4.375667298573608
2015-12-25,7.721229332769271
2015-12-26,11.150655007641284
2015-12-27,2.1169132571500184
2015-12-28,6.319389937513866
