date,inflow_cumecs,upstream_outflow,rainfall_mm,temperature_c,reservoir_level,inflow_lag1,inflow_lag3,inflow_lag7,rain_lag1,rain_lag3,rain_3day,rain_5day,inflow_ma3,inflow_ma7,month,dayofyear,month_sin,month_cos,day_sin,day_cos
2015-01-08,180.69738916611635,167.1135745813885,7.594039078179994,21.073397861287194,500.5546464986399,213.16851262029564,140.63386501106658,169.86856612044932,4.841604379356715,8.822241880968683,16.23326673048391,28.759421287380064,178.16680783614825,172.34749317900182,1,8,0.49999999999999994,0.8660254037844387,0.13727877211326478,0.9905324521322229
2015-01-09,131.2210245626019,147.09331134376652,7.001754860221242,20.214726541823197,499.0601790802008,180.69738916611635,140.6345217220328,144.4694279531526,7.594039078179994,3.7976232729472,19.43739831775795,32.057263471673835,175.0289754496713,170.45486412320884,1,9,0.49999999999999994,0.8660254037844387,0.15430882066428117,0.9880226656636976
2015-01-10,171.7024017434386,196.52494036264704,2.7867973529993044,21.569652400533403,500.3255690930442,131.2210245626019,213.16851262029564,175.9075415240277,7.001754860221242,4.841604379356715,17.38259129140054,26.021818943704456,161.20693849071895,169.85412986883898,1,10,0.49999999999999994,0.8660254037844387,0.1712931441814776,0.9852201067560606
2015-01-11,131.4632922875015,112.39059956278942,8.897397388955527,19.68633685673444,500.14458721232177,171.7024017434386,180.69738916611635,210.92119425632103,2.7867973529993044,7.594039078179994,18.685949602176073,31.121593059712783,144.795572864514,158.50300101615048,1,11,0.49999999999999994,0.8660254037844387,0.1882267098432442,0.9821256058680006
2015-01-12,131.37080985718973,155.1429754697035,3.254185282926892,23.927504206000783,501.39929321909455,131.4632922875015,131.2210245626019,140.63386501106658,8.897397388955527,7.001754860221242,14.938380024881722,29.53417396328296,144.8455012960433,157.1797074227395,1,12,0.49999999999999994,0.8660254037844387,0.2051044998686192,0.9787400799669153
2015-01-13,159.67849086264135,148.74515244194066,1.9917935195422556,25.090573332401,501.3975604122602,131.37080985718973,171.7024017434386,140.6345217220328,3.254185282926892,2.7867973529993044,14.143376191424675,23.93192840464522,140.8375310024442,159.90027444282646,1,13,0.49999999999999994,0.8660254037844387,0.2219215130041655,0.9750645322571948
2015-01-14,73.46879021368808,78.23878782153074,0.8223828145566874,19.95832063287397,501.2204355392615,159.67849086264135,131.4632922875015,213.16851262029564,1.9917935195422556,8.897397388955527,6.0683616170258325,17.75255635898067,121.50603031117305,139.9431712418825,1,14,0.49999999999999994,0.8660254037844387,0.2386727660059501,0.9711000518829505
2015-01-15,81.00328669947869,89.16275249790554,4.343599011221892,20.76742466911925,501.2327277312987,73.46879021368808,131.37080985718973,180.69738916611635,0.8223828145566874,3.254185282926892,7.157775345320832,19.309358017203255,104.71685592526937,125.7011566037914,1,15,0.49999999999999994,0.8660254037844387,0.255353295116187,0.9668478136052775
2015-01-16,127.50849883036108,143.41881726814512,1.0383794280005645,19.20423431235293,501.49400559372265,81.00328669947869,159.67849086264135,131.2210245626019,4.343599011221892,1.9917935195422556,6.204361253779141,11.45034005624829,93.99352524784263,125.17079578489985,1,16,0.49999999999999994,0.8660254037844387,0.2719581575341055,0.9623090774541486
2015-01-17,109.48675518662304,129.00823059547125,2.454176443331084,19.6344266953308,500.9597309401299,127.50849883036108,73.46879021368808,171.7024017434386,1.0383794280005645,0.8223828145566874,7.836154882553538,10.650331216652482,105.99951357215427,116.28284627678336,1,17,0.49999999999999994,0.8660254037844387,0.288482432880609,0.9574851883550393
2015-01-18,162.56989330381094,150.40443365733773,4.937430957789892,20.30154329332029,501.942800493476,109.48675518662304,81.00328669947869,131.4632922875015,2.454176443331084,4.343599011221892,8.429986829121539,13.595968654900119,133.18838244026503,120.7266464219704,1,18,0.49999999999999994,0.8660254037844387,0.30492122465628907,0.9523775757303974
2015-01-19,113.67903697915156,129.9809043808438,10.951905856015138,23.38337396477159,501.5610065672435,162.56989330381094,127.50849883036108,131.37080985718973,4.937430957789892,1.0383794280005645,18.343513257136113,23.72549169635857,128.57856182319517,118.19925029653639,1,19,0.49999999999999994,0.8660254037844387,0.3212696616923644,0.9469877530760753
2015-01-20,93.50785194658836,79.7317853451977,3.990402111988545,21.549757805666307,501.9725398768676,113.67903697915156,109.48675518662304,159.67849086264135,10.951905856015138,2.454176443331084,19.879738925793575,23.37229479712522,123.25226074318363,108.74630187995739,1,20,0.49999999999999994,0.8660254037844387,0.3375228995941133,0.9413173175128471
2015-01-21,208.62595075686212,225.73669236968897,1.2971368261993577,21.24979245235197,502.03729320873146,93.50785194658836,162.56989330381094,73.46879021368808,3.990402111988545,4.937430957789892,16.239444794203038,23.631052195324017,138.6042798942007,128.0544676718394,1,21,0.49999999999999994,0.8660254037844387,0.3536761221763716,0.9353679493131483
2015-01-22,140.9689479805386,154.61348636626096,4.592764694507812,24.432114894130297,501.98110047649294,208.62595075686212,113.67903697915156,81.00328669947869,1.2971368261993577,10.951905856015138,9.880303632695714,25.769640446500745,147.700916894663,136.62099071199083,1,22,0.49999999999999994,0.8660254037844387,0.3697245428906731,0.9291414114031743
2015-01-23,152.70112818751696,163.55654396215047,10.662291428917836,24.574857796928782,501.97282635026426,140.9689479805386,93.50785194658836,127.50849883036108,4.592764694507812,3.990402111988545,16.552192949625006,31.494500917628688,167.43200897497255,140.2199377630131,1,23,0.49999999999999994,0.8660254037844387,0.38566340624360707,0.9226395488404876
