date,inflow_cumecs,upstream_outflow,rainfall_mm,temperature_c,reservoir_level
2015-01-01,169.86856612044932,200.10680601620749,2.435518503329348,20.407080338433307,500.6240154395433
2015-01-02,144.4694279531526,155.0180353714669,3.769173654843765,20.328338007396805,499.59912209392735
2015-01-03,175.9075415240277,164.05959508102356,4.715388482120655,19.117341463668392,500.1037290406846
2015-01-04,210.92119425632103,210.9700703860668,3.703912675927471,18.84996910838435,500.5925710676268
2015-01-05,140.63386501106658,148.83141544121213,8.822241880968683,20.73845836783675,499.9667828502332
2015-01-06,140.6345217220328,141.22914747240858,3.7976232729472,19.046622870911147,499.80236487997735
2015-01-07,213.16851262029564,180.76288616552444,4.841604379356715,21.144782087224808,500.2111453438144
2015-01-08,180.69738916611635,167.1135745813885,7.594039078179994,21.073397861287194,500.5546464986399
2015-01-09,131.2210245626019,147.09331134376652,7.001754860221242,20.214726541823197,499.0601790802008
2015-01-10,171.7024017434386,196.52494036264704,2.7867973529993044,21.569652400533403,500.3255690930442
2015-01-11,131.4632922875015,112.39059956278942,8.897397388955527,19.68633685673444,500.14458721232177
2015-01-12,131.37080985718973,155.1429754697035,3.254185282926892,23.927504206000783,501.39929321909455
2015-01-13,159.67849086264135,148.74515244194066,1.9917935195422556,25.090573332401,501.3975604122602
2015-01-14,73.46879021368808,78.23878782153074,0.8223828145566874,19.95832063287397,501.2204355392615
2015-01-15,81.00328669947869,89.16275249790554,4.343599011221892,20.76742466911925,501.2327277312987
2015-01-16,127.50849883036108,143.41881726814512,1.0383794280005645,19.20423431235293,501.49400559372265
2015-01-17,109.48675518662304,129.00823059547125,2.454176443331084,19.6344266953308,500.9597309401299
2015-01-18,162.56989330381094,150.40443365733773,4.937430957789892,20.30154329332029,501.942800493476
2015-01-19,113.67903697915156,129.9809043808438,10.951905856015138,23.38337396477159,501.5610065672435
2015-01-20,93.50785194658836,79.7317853451977,3.990402111988545,21.549757805666307,501.9725398768676
2015-01-21,208.62595075686212,225.73669236968897,1.2971368261993577,21.24979245235197,502.03729320873146
2015-01-22,140.9689479805386,154.61348636626096,4.592764694507812,24.432114894130297,501.98110047649294
2015-01-23,152.70112818751696,163.55654396215047,10.662291428917836,24.574857796928782,501.97282635026426
2015-01-24,93.01007255146172,83.7951828066628,3.916278481960483,22.764523333040472,502.02269265619947
2015-01-25,128.2246910189927,147.35802792410357,12.235332095058082,20.31369338562681,501.9812130340597
2015-01-26,154.43690358839464,133.980714161763,4.915825999914924,21.01704370715481,502.2780796892925
2015-01-27,103.96025690310788,85.3985602046664,8.269716667397057,23.437609133651726,502.2452567493881
2015-01-28,165.02792073382687,179.3830388270609,5.8944071100839,25.313536442380432,502.04520061653744
2015-01-29,125.9744524032478,124.73867906559272,11.837185161784843,22.511222101279905,502.5604677126963
2015-01-30,138.33225000826894,157.64885583799503,18.7393498657764,24.091010915702785,502.5046689883381
2015-01-31,125.93173551082413,120.0581353540012,3.3923664711387014,27.06675920287097,502.9515632483141
2015-02-01,224.0911273803575,194.35679734935349,5.6404073940430415,21.328406567897595,501.8179298371455
2015-02-02,149.46011101048265,169.5739859845454,10.946503894977482,25.6262232856574,502.6302809027277
2015-02-03,107.69156284176398,109.79842470949772,6.048508942830336,22.440759613295786,502.3987533609911
